sentence,ID,clean sentence,parse,start_index,end_index,phrase,total_native,total_non_native,native_complex,non_native_complex,complex_binary,complex_probabilistic,split,count,original phrase,syllables,length
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,172,177,level,10,10,0,0,0,0.0,['level'],1,level,2,5
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,0,5,quito,10,10,0,0,0,0.0,['Quito'],1,Quito,2,5
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,72,77,quito,10,10,0,0,0,0.0,['Quito'],1,Quito,2,5
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,95,99,city,10,10,0,0,0,0.0,['city'],1,city,2,4
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,217,221,city,10,10,0,0,0,0.0,['city'],1,city,2,4
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,103,110,ecuador,10,10,0,0,0,0.0,['Ecuador'],1,Ecuador,3,7
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,16,29,pronunciation,10,10,4,2,1,0.3,['pronunciation'],1,pronunciation,5,13
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,8,15,spanish,10,10,0,0,0,0.0,['Spanish'],1,Spanish,2,7
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,46,54,formally,10,10,3,0,1,0.15,['formally'],1,formally,3,8
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,34,39,ˈkito,10,10,0,0,0,0.0,['ˈkito'],1,ˈkito,2,5
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,87,94,capital,10,10,1,0,1,0.05,['capital'],1,capital,3,7
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,209,216,capital,10,10,0,0,0,0.0,['capital'],1,capital,3,7
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,55,58,san,10,10,0,0,0,0.0,['San'],1,San,1,3
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,59,68,francisco,10,10,0,0,0,0.0,['Francisco'],1,Francisco,3,9
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,123,132,elevation,10,10,7,6,1,0.65,['elevation'],1,elevation,4,9
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,142,146,feet,10,10,0,0,0,0.0,['feet'],1,feet,1,4
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,155,161,meters,10,10,0,0,0,0.0,['meters'],1,meters,2,6
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,200,208,official,10,10,1,1,1,0.1,['official'],1,official,3,8
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,192,199,highest,10,10,0,0,0,0.0,['highest'],1,highest,2,7
"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"Quito ( Spanish pronunciation : ( ˈkito ) ) , formally San Francisco de Quito , is the capital city of Ecuador , and at an elevation of 9,350 feet ( 2,800 meters above sea level ) , it is the highest official capital city in the world .",,229,234,world,10,10,0,0,0,0.0,['world'],1,world,1,5
"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",,29,43,responsibility,10,10,1,1,1,0.1,['responsibility'],1,responsibility,6,14
"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",,7,16,countries,10,10,0,0,0,0.0,['countries'],1,countries,2,9
"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",,61,70,physician,10,10,6,5,1,0.55,['physician'],1,physician,3,9
"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",,51,57,mother,10,10,0,0,0,0.0,['mother'],1,mother,2,6
"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",,73,80,midwife,10,10,7,8,1,0.75,['midwife'],1,midwife,2,7
"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",,83,91,hospital,10,10,0,0,0,0.0,['hospital'],1,hospital,3,8
"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",,92,105,administrator,10,10,0,2,1,0.1,['administrator'],1,administrator,5,13
"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",,152,157,birth,10,10,0,1,1,0.05,['birth'],1,birth,1,5
"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",,115,122,parents,10,10,0,0,0,0.0,['parents'],1,parents,2,7
"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",3E22YV8GG1782RCZH9UXZFCN3SEPNT,"In all countries , it is the responsibility of the mother 's physician , midwife , hospital administrator , or the parents of the child to see that the birth is properly registered with the appropriate government agency .",,130,135,child,10,10,0,0,0,0.0,['child'],1,child,1,5
